,,,,,,,,,,,,,
Age,Gender,Income,Credit Score,Credit History Length,Number of Existing Loans,Loan Amount,Loan Tenure,Existing Customer,State,City,Employment Profile,Profile Score,Occupation
63,Other,71000,718,347,7,150000,235,Yes,Maharashtra,Mumbai,Salaried,93,Banker
68,Male,82000,462,343,2,117128,38,No,Telangana,Hyderabad,Salaried,100,Software Engineer
40,Female,30000,374,476,1,24411,62,No,Kerala,Kochi,Salaried,22,Civil Servant
30,Male,68000,765,22,8,150000,300,Yes,West Bengal,Kolkata,Self-Employed,99,Farmer
23,Female,48000,579,370,5,43582,17,No,Rajasthan,Jaipur,Self-Employed,93,Farmer
43,Female,124000,739,171,7,150000,223,Yes,Gujarat,Surat,Salaried,98,Doctor
67,Male,160000,751,466,8,150000,140,Yes,Telangana,Channarayapatna,Self-Employed,90,Shopkeeper
53,Female,121000,701,150,7,150000,284,Yes,Karnataka,Mysuru,Salaried,98,Software Engineer
20,Male,32000,572,239,4,79010,89,No,Telangana,Manjari,Salaried,100,Software Engineer
56,Female,119000,850,235,10,97313,190,Yes,Gujarat,Channarayapatna,Salaried,94,Civil Servant
68,Male,197000,850,81,10,150000,350,Yes,Uttar Pradesh,Kanpur,Salaried,100,Software Engineer
22,Female,35000,706,540,7,139562,144,Yes,Uttar Pradesh,Kanpur,Salaried,100,Software Engineer
51,Other,66000,540,413,4,84864,100,No,Telangana,Hyderabad,Self-Employed,46,Contractor
61,Male,38000,703,140,7,90694,147,Yes,Delhi,New Delhi,Salaried,90,Doctor
40,Female,81000,793,211,8,142124,65,Yes,Telangana,Nellikuppam,Self-Employed,100,Shopkeeper
56,Male,109000,462,232,2,81855,101,No,West Bengal,Kolkata,Self-Employed,43,Contractor
39,Male,85000,646,579,6,94660,305,No,Uttar Pradesh,Kanpur,Salaried,94,Teacher
59,Female,145000,461,472,2,150000,16,No,Gujarat,Surat,Self-Employed,79,Contractor
21,Male,21000,740,355,8,61948,60,Yes,Uttar Pradesh,Kanpur,Self-Employed,100,Farmer
58,Female,109000,589,564,5,150000,72,No,Delhi,New Delhi,Salaried,63,Software Engineer
45,Female,100000,703,21,7,150000,341,Yes,Delhi,Dhulagori,Salaried,95,Software Engineer
63,Male,61000,321,601,0,72905,99,No,West Bengal,Kolkata,Self-Employed,26,Farmer
21,Female,21000,790,30,8,102653,339,Yes,Telangana,Hyderabad,Student,98,Student
50,Female,136000,618,21,5,150000,175,No,Delhi,New Delhi,Self-Employed,92,Business Owner
24,Male,16000,739,97,7,27461,110,Yes,Karnataka,Nellikuppam,Salaried,90,Banker
23,Male,65000,300,196,0,150000,12,No,Kerala,Nellikuppam,Salaried,67,Banker
46,Male,134000,801,521,9,143492,322,Yes,Uttar Pradesh,Manjari,Self-Employed,100,Contractor
51,Female,76000,342,406,0,150000,54,No,Uttar Pradesh,Kanpur,Salaried,43,Software Engineer
64,Male,79000,300,411,0,84686,61,No,Maharashtra,Nagpur,Freelancer,37,Photographer
33,Male,63000,300,6,0,92054,90,No,West Bengal,Kolkata,Self-Employed,8,Shopkeeper
47,Male,59000,780,381,8,150000,196,Yes,Tamil Nadu,Coimbatore,Salaried,96,Civil Servant
21,Male,20000,330,338,0,42971,83,No,West Bengal,Kolkata,Salaried,63,Banker
54,Male,148000,508,463,3,62971,64,No,Maharashtra,Pune,Salaried,92,Civil Servant
66,Male,35000,300,429,0,26898,81,No,Maharashtra,Nagpur,Self-Employed,36,Contractor
59,Female,40000,394,430,1,92140,39,No,West Bengal,Kolkata,Salaried,58,Doctor
56,Female,66000,370,50,1,149781,100,No,Delhi,New Delhi,Salaried,45,Software Engineer
51,Female,117000,687,380,7,150000,170,Yes,Telangana,Hyderabad,Salaried,100,Software Engineer
47,Male,139000,442,371,2,51891,93,No,Rajasthan,Udaipur,Salaried,77,Software Engineer
65,Female,175000,426,352,2,99802,81,No,Gujarat,Ahmedabad,Salaried,61,Teacher
57,Male,167000,850,305,10,150000,116,Yes,Delhi,New Delhi,Salaried,90,Banker
34,Female,57000,300,311,0,81927,103,No,Gujarat,Ahmedabad,Salaried,14,Teacher
37,Female,31000,850,20,10,67417,141,Yes,Karnataka,Bengaluru,Salaried,98,Teacher
32,Female,79000,582,518,5,150000,93,No,Tamil Nadu,Chennai,Salaried,95,Software Engineer
22,Male,14000,639,233,6,56213,175,No,Delhi,New Delhi,Student,64,Student
24,Male,54000,774,483,8,150000,84,Yes,Kerala,Kochi,Self-Employed,94,Shopkeeper
63,Female,38000,760,518,8,150000,346,Yes,Delhi,New Delhi,Self-Employed,92,Contractor
51,Male,136000,850,568,10,150000,260,Yes,Tamil Nadu,Chennai,Salaried,92,Teacher
23,Female,38000,652,464,6,22109,65,Yes,Telangana,Nellikuppam,Freelancer,97,Independent Consultant
59,Female,119000,685,10,7,150000,269,Yes,Karnataka,Bengaluru,Salaried,90,Civil Servant
42,Female,104000,489,145,3,150000,59,No,Telangana,Hyderabad,Salaried,69,Civil Servant
48,Male,105000,690,295,7,68460,162,Yes,Maharashtra,Pune,Salaried,83,Banker
53,Male,147000,850,245,10,150000,214,Yes,Kerala,Manjari,Freelancer,100,Photographer
19,Male,15000,353,134,0,30767,62,No,Kerala,Thiruvananthapuram,Salaried,22,Doctor
53,Male,98000,658,17,6,123248,281,Yes,Gujarat,Surat,Self-Employed,92,Contractor
59,Female,70000,580,498,5,147324,75,No,Kerala,Kochi,Salaried,100,Banker
55,Male,30000,567,95,4,109054,71,No,Rajasthan,Jaipur,Salaried,69,Civil Servant
61,Female,180000,651,452,6,150000,147,Yes,West Bengal,Kolkata,Self-Employed,98,Shopkeeper
30,Female,15000,599,575,5,49264,36,No,Tamil Nadu,Chennai,Salaried,100,Software Engineer
25,Female,37000,489,316,3,102166,29,No,Karnataka,Bengaluru,Freelancer,99,Writer
50,Female,56000,323,508,0,67953,112,No,Tamil Nadu,Chennai,Self-Employed,54,Contractor
32,Female,88000,743,181,8,150000,98,Yes,West Bengal,Kolkata,Self-Employed,92,Contractor
41,Female,118000,693,114,7,80416,122,Yes,West Bengal,Kolkata,Salaried,93,Civil Servant
70,Female,142000,776,234,8,150000,227,Yes,Karnataka,Mysuru,Salaried,90,Teacher
33,Female,78000,750,365,8,150000,74,Yes,Kerala,Bishanpura,Salaried,100,Teacher
41,Male,102000,671,71,6,101991,354,Yes,Uttar Pradesh,Kanpur,Salaried,94,Doctor
19,Female,45000,751,259,8,148544,198,Yes,Delhi,New Delhi,Freelancer,91,Photographer
56,Female,115000,770,482,8,150000,234,Yes,Gujarat,Ahmedabad,Salaried,100,Teacher
42,Female,112000,580,490,5,150000,55,No,Tamil Nadu,Nellikuppam,Freelancer,91,Independent Consultant
53,Male,141000,533,97,4,132117,52,No,Gujarat,Surat,Salaried,73,Doctor
58,Male,81000,536,375,4,150000,93,No,West Bengal,Kolkata,Self-Employed,83,Contractor
65,Female,56000,377,198,1,43880,34,No,Karnataka,Mysuru,Unemployed,70,NA
20,Male,21000,542,119,4,18546,37,No,Uttar Pradesh,Kanpur,Freelancer,66,Graphic Designer
64,Male,184000,541,540,4,147169,95,No,Gujarat,Surat,Salaried,82,Teacher
53,Female,139000,850,552,10,150000,287,Yes,Karnataka,Mysuru,Self-Employed,100,Business Owner
29,Male,35000,398,222,1,75109,75,No,Rajasthan,Udaipur,Salaried,43,Banker
23,Female,58000,414,452,2,115218,99,No,Delhi,New Delhi,Freelancer,50,Writer
60,Male,135000,850,538,10,59045,63,Yes,Gujarat,Surat,Salaried,100,Teacher
49,Female,127000,456,80,2,150000,89,No,Karnataka,Mysuru,Unemployed,14,NA
51,Male,62000,619,203,5,66986,278,No,Rajasthan,Nellikuppam,Self-Employed,92,Business Owner
56,Male,89000,336,358,0,150000,53,No,Karnataka,Bengaluru,Salaried,43,Software Engineer
51,Male,149000,850,159,10,112885,164,Yes,Telangana,Hyderabad,Salaried,93,Software Engineer
27,Female,38000,648,570,6,143027,170,No,West Bengal,Kolkata,Self-Employed,81,Contractor
57,Male,72000,626,280,5,88120,106,No,Karnataka,Bengaluru,Salaried,100,Doctor
67,Male,68000,834,347,9,51692,289,Yes,Telangana,Hyderabad,Self-Employed,100,Contractor
38,Female,64000,378,411,1,116268,85,No,Telangana,Hyderabad,Student,60,Student
57,Male,117000,416,62,2,60275,49,No,Rajasthan,Jaipur,Self-Employed,94,Shopkeeper
43,Male,57000,412,240,2,150000,100,No,Tamil Nadu,Bishanpura,Salaried,39,Civil Servant
44,Female,82000,649,536,6,82298,129,No,Telangana,Hyderabad,Self-Employed,100,Contractor
36,Female,89000,570,153,4,150000,39,No,Maharashtra,Pune,Unemployed,52,NA
63,Male,119000,563,499,4,150000,54,No,Karnataka,Manjari,Self-Employed,98,Contractor
44,Female,98000,728,178,7,150000,96,Yes,Kerala,Thiruvananthapuram,Freelancer,93,Graphic Designer
52,Male,51000,300,266,0,83808,109,No,Maharashtra,Channarayapatna,Freelancer,58,Writer
21,Male,25000,614,54,5,107172,115,No,Tamil Nadu,Chennai,Student,100,Student
21,Male,13000,348,511,0,58027,114,No,Telangana,Hyderabad,Self-Employed,15,Contractor
27,Female,47000,363,557,1,44291,62,No,Uttar Pradesh,Lucknow,Unemployed,7,NA
26,Male,28000,656,359,6,25204,156,Yes,Maharashtra,Nagpur,Salaried,94,Teacher
38,Male,29000,404,475,1,128519,109,No,Kerala,Thiruvananthapuram,Salaried,89,Teacher
30,Male,82000,603,231,5,49399,90,No,Tamil Nadu,Coimbatore,Salaried,100,Doctor
21,Male,25000,777,548,8,80889,291,Yes,Uttar Pradesh,Lucknow,Student,100,Student
45,Male,81000,563,331,4,135158,55,No,Gujarat,Surat,Self-Employed,97,Farmer
69,Male,36000,691,64,7,147401,264,Yes,Maharashtra,Pune,Self-Employed,100,Shopkeeper
53,Male,64000,337,487,0,150000,69,No,Rajasthan,Udaipur,Self-Employed,44,Farmer
23,Male,36000,540,415,4,35349,41,No,Telangana,Hyderabad,Salaried,98,Software Engineer
21,Male,22000,363,485,1,30743,75,No,West Bengal,Kolkata,Salaried,60,Software Engineer
47,Male,38000,403,451,1,56650,63,No,Delhi,New Delhi,Self-Employed,77,Business Owner
34,Male,82000,389,297,1,86637,82,No,Telangana,Hyderabad,Salaried,44,Doctor
34,Female,41000,745,533,8,64970,306,Yes,Kerala,Thiruvananthapuram,Self-Employed,100,Business Owner
27,Male,48000,556,227,4,150000,96,No,Karnataka,Mysuru,Student,36,Student
44,Female,97000,652,479,6,150000,75,Yes,Delhi,New Delhi,Salaried,94,Doctor
44,Male,52000,791,69,8,123944,223,Yes,Rajasthan,Jaipur,Salaried,100,Banker
18,Male,48000,337,396,0,137447,61,No,West Bengal,Kolkata,Self-Employed,66,Shopkeeper
66,Male,155000,725,252,7,150000,358,Yes,Kerala,Kochi,Salaried,96,Banker
69,Male,76000,351,216,0,68988,44,No,Telangana,Hyderabad,Self-Employed,64,Shopkeeper
52,Female,125000,786,217,8,130751,238,Yes,Rajasthan,Udaipur,Salaried,100,Civil Servant
25,Male,30000,612,61,5,42167,165,No,Maharashtra,Nagpur,Self-Employed,86,Contractor
68,Female,127000,527,602,4,119730,110,No,Delhi,New Delhi,Self-Employed,83,Business Owner
19,Male,35000,738,202,7,41051,100,Yes,Telangana,Hyderabad,Salaried,100,Software Engineer
58,Other,130000,613,192,5,150000,179,No,Gujarat,Ahmedabad,Salaried,83,Civil Servant
43,Male,116000,658,530,6,150000,72,Yes,West Bengal,Kolkata,Self-Employed,64,Contractor
48,Male,85000,597,241,5,50399,38,No,Delhi,Manjari,Salaried,97,Teacher
65,Male,76000,689,255,7,102474,114,Yes,Maharashtra,Nagpur,Student,92,Student
65,Male,104000,385,191,1,77810,24,No,Karnataka,Bengaluru,Salaried,52,Banker
34,Female,62000,300,66,0,96826,78,No,West Bengal,Kolkata,Freelancer,46,Independent Consultant
37,Female,82000,305,86,0,91687,30,No,Telangana,Dhulagori,Unemployed,24,NA
65,Female,98000,800,605,9,60866,315,Yes,Maharashtra,Nagpur,Self-Employed,90,Farmer
35,Female,48000,637,522,6,85853,77,No,Telangana,Hyderabad,Unemployed,79,NA
66,Female,115000,623,143,5,150000,136,No,Kerala,Kochi,Self-Employed,95,Contractor
27,Female,16000,433,532,2,17839,72,No,West Bengal,Kolkata,Self-Employed,61,Shopkeeper
42,Female,42000,756,221,8,100854,60,Yes,Uttar Pradesh,Lucknow,Salaried,99,Software Engineer
65,Male,66000,850,444,10,134818,90,Yes,Maharashtra,Pune,Salaried,100,Civil Servant
59,Female,124000,849,422,9,150000,136,Yes,Kerala,Kochi,Salaried,90,Doctor
59,Other,154000,714,216,7,82798,329,Yes,Telangana,Hyderabad,Salaried,100,Teacher
18,Female,40000,677,57,6,49039,111,Yes,Gujarat,Ahmedabad,Salaried,96,Banker
68,Male,52000,341,113,0,36088,62,No,Delhi,New Delhi,Freelancer,41,Photographer
49,Male,125000,850,591,10,113812,303,Yes,Gujarat,Ahmedabad,Salaried,100,Banker
46,Female,81000,572,432,4,128811,19,No,Tamil Nadu,Coimbatore,Self-Employed,90,Business Owner
60,Female,38000,489,385,3,150000,61,No,Kerala,Thiruvananthapuram,Salaried,85,Civil Servant
37,Male,98000,442,274,2,114161,106,No,Karnataka,Bengaluru,Salaried,72,Civil Servant
57,Female,168000,850,225,10,150000,306,Yes,West Bengal,Channarayapatna,Salaried,100,Teacher
42,Female,91000,427,126,2,100242,54,No,Karnataka,Mysuru,Self-Employed,44,Business Owner
24,Male,42000,659,159,6,61666,259,Yes,Telangana,Hyderabad,Salaried,94,Software Engineer
33,Female,68000,533,180,4,142284,97,No,Delhi,New Delhi,Self-Employed,64,Shopkeeper
49,Male,126000,803,147,9,150000,92,Yes,Maharashtra,Mumbai,Salaried,100,Doctor
34,Other,72000,519,110,3,133141,114,No,Uttar Pradesh,Lucknow,Student,62,Student
65,Female,68000,850,326,10,150000,175,Yes,Tamil Nadu,Chennai,Unemployed,95,NA
67,Female,135000,537,574,4,139895,90,No,Rajasthan,Jaipur,Self-Employed,63,Shopkeeper
21,Male,25000,300,475,0,94895,118,No,Maharashtra,Pune,Freelancer,56,Graphic Designer
37,Male,94000,609,559,5,150000,239,No,Kerala,Kochi,Self-Employed,95,Farmer
54,Male,69000,816,277,9,101031,265,Yes,Gujarat,Surat,Salaried,96,Software Engineer
46,Female,82000,300,83,0,74867,61,No,West Bengal,Kolkata,Salaried,65,Teacher
44,Female,50000,477,123,3,54611,69,No,Uttar Pradesh,Kanpur,Salaried,47,Civil Servant
69,Male,179000,452,597,2,150000,72,No,West Bengal,Kolkata,Salaried,68,Civil Servant
55,Male,60000,525,143,4,39880,99,No,Delhi,New Delhi,Self-Employed,66,Shopkeeper
54,Male,128000,819,469,9,150000,160,Yes,Gujarat,Surat,Salaried,93,Doctor
63,Male,48000,762,333,8,81680,119,Yes,Kerala,Kochi,Self-Employed,100,Farmer
68,Male,71000,702,241,7,64822,193,Yes,Telangana,Hyderabad,Self-Employed,92,Farmer
29,Male,70000,565,264,4,150000,56,No,Kerala,Thiruvananthapuram,Salaried,84,Civil Servant
38,Male,25000,561,256,4,125635,84,No,Rajasthan,Jaipur,Self-Employed,69,Contractor
36,Female,39000,465,341,3,129633,88,No,Gujarat,Channarayapatna,Student,43,Student
48,Male,85000,507,456,3,81662,99,No,Tamil Nadu,Chennai,Salaried,51,Civil Servant
21,Male,25000,757,536,8,24982,210,Yes,West Bengal,Kolkata,Student,96,Student
49,Female,114000,730,351,7,119071,359,Yes,Tamil Nadu,Coimbatore,Salaried,97,Software Engineer
24,Female,63000,300,607,0,110220,74,No,Gujarat,Channarayapatna,Salaried,46,Banker
40,Female,101000,850,530,10,150000,146,Yes,Gujarat,Ahmedabad,Salaried,95,Software Engineer
31,Male,34000,821,236,9,60885,269,Yes,Uttar Pradesh,Kanpur,Salaried,100,Software Engineer
61,Female,112000,830,107,9,150000,80,Yes,West Bengal,Manjari,Salaried,94,Software Engineer
43,Female,105000,685,433,7,106606,108,Yes,Telangana,Hyderabad,Salaried,91,Doctor
53,Male,65000,357,519,1,99250,86,No,Rajasthan,Jaipur,Salaried,55,Banker
53,Female,137000,798,577,9,150000,166,Yes,Delhi,New Delhi,Self-Employed,100,Shopkeeper
44,Female,27000,399,367,1,121653,17,No,West Bengal,Channarayapatna,Self-Employed,69,Contractor
70,Male,163000,620,113,5,150000,249,No,Maharashtra,Nellikuppam,Salaried,100,Software Engineer
18,Male,47000,493,559,3,81695,41,No,Delhi,New Delhi,Salaried,98,Software Engineer
26,Female,44000,759,217,8,145374,253,Yes,Karnataka,Mysuru,Salaried,96,Banker
59,Female,68000,464,41,2,56199,101,No,West Bengal,Kolkata,Salaried,54,Doctor
26,Female,70000,744,578,8,139135,333,Yes,Karnataka,Bengaluru,Unemployed,100,NA
43,Male,110000,698,53,7,131554,335,Yes,Telangana,Hyderabad,Salaried,90,Software Engineer
56,Female,162000,850,232,10,109396,211,Yes,Kerala,Kochi,Unemployed,100,NA
19,Other,13000,640,308,6,45325,331,No,Tamil Nadu,Bishanpura,Salaried,88,Teacher
49,Female,67000,442,149,2,99481,113,No,Maharashtra,Pune,Unemployed,27,NA
27,Female,30000,322,415,0,103852,41,No,Uttar Pradesh,Kanpur,Salaried,44,Teacher
32,Male,66000,300,396,0,150000,92,No,Delhi,New Delhi,Salaried,55,Banker
19,Male,22000,717,571,7,28499,240,Yes,Delhi,New Delhi,Self-Employed,98,Contractor
69,Male,92000,347,372,0,93164,91,No,Kerala,Thiruvananthapuram,Freelancer,62,Independent Consultant
19,Female,52000,537,288,4,46537,69,No,West Bengal,Kolkata,Salaried,66,Civil Servant
30,Male,38000,562,524,4,65694,88,No,Rajasthan,Jaipur,Salaried,91,Teacher
36,Female,21000,642,165,6,98850,124,No,Kerala,Thiruvananthapuram,Salaried,89,Teacher
52,Female,114000,850,27,10,104881,280,Yes,Gujarat,Ahmedabad,Salaried,100,Teacher
70,Female,97000,828,385,9,114580,257,Yes,West Bengal,Kolkata,Salaried,100,Software Engineer
61,Female,111000,850,208,10,150000,132,Yes,Maharashtra,Nellikuppam,Salaried,91,Banker
45,Male,88000,818,411,9,150000,335,Yes,Rajasthan,Jaipur,Salaried,90,Doctor
24,Female,16000,686,335,7,38899,356,Yes,West Bengal,Manjari,Student,86,Student
27,Female,37000,300,408,0,107852,23,No,Telangana,Hyderabad,Salaried,80,Software Engineer
45,Male,66000,663,436,6,150000,172,Yes,Tamil Nadu,Chennai,Self-Employed,100,Contractor
47,Male,72000,833,606,9,144819,321,Yes,Kerala,Kochi,Salaried,100,Civil Servant
57,Female,139000,840,422,9,150000,221,Yes,Uttar Pradesh,Lucknow,Self-Employed,92,Contractor
70,Male,93000,306,505,0,117982,80,No,Karnataka,Mysuru,Self-Employed,35,Contractor
62,Male,139000,410,321,2,137007,35,No,Gujarat,Ahmedabad,Salaried,59,Teacher
41,Female,84000,450,103,2,150000,19,No,Karnataka,Mysuru,Unemployed,62,NA
39,Female,32000,300,81,0,98678,65,No,Delhi,New Delhi,Freelancer,59,Graphic Designer
18,Female,24000,300,66,0,56491,86,No,Maharashtra,Mumbai,Salaried,78,Doctor
29,Female,83000,618,37,5,74583,166,No,West Bengal,Kolkata,Salaried,95,Banker
49,Female,137000,480,605,3,132485,47,No,Rajasthan,Jaipur,Salaried,89,Banker
23,Female,52000,569,386,4,150000,51,No,West Bengal,Kolkata,Self-Employed,77,Business Owner
41,Male,100000,371,390,1,150000,22,No,West Bengal,Kolkata,Salaried,65,Banker
47,Female,133000,436,557,2,119540,22,No,Tamil Nadu,Chennai,Unemployed,45,NA
21,Female,20000,524,44,4,71367,108,No,Maharashtra,Manjari,Salaried,79,Doctor
67,Male,56000,379,79,1,57719,47,No,Kerala,Thiruvananthapuram,Self-Employed,36,Farmer
26,Male,55000,407,391,1,106654,92,No,Karnataka,Dhulagori,Freelancer,35,Writer
39,Male,88000,796,303,9,150000,81,Yes,Karnataka,Mysuru,Freelancer,96,Graphic Designer
36,Male,50000,731,598,7,54682,218,Yes,Kerala,Kochi,Salaried,100,Civil Servant
40,Female,45000,644,283,6,134392,129,No,Maharashtra,Nellikuppam,Student,80,Student
46,Male,58000,636,329,6,135812,310,No,Telangana,Bishanpura,Student,80,Student
41,Male,95000,666,267,6,55177,338,Yes,Uttar Pradesh,Dhulagori,Salaried,100,Software Engineer
22,Female,35000,728,553,7,112772,79,Yes,Uttar Pradesh,Kanpur,Salaried,97,Teacher
38,Other,83000,640,136,6,117768,263,No,Karnataka,Mysuru,Self-Employed,100,Farmer
19,Female,40000,604,505,5,55582,233,No,Delhi,New Delhi,Freelancer,76,Writer
18,Female,36000,663,128,6,135856,110,Yes,Tamil Nadu,Coimbatore,Salaried,100,Banker
21,Female,34000,728,62,7,69691,278,Yes,Kerala,Kochi,Self-Employed,97,Business Owner
21,Male,46000,850,381,10,32111,204,Yes,Gujarat,Surat,Self-Employed,100,Shopkeeper
35,Female,43000,793,128,8,28644,165,Yes,Rajasthan,Jaipur,Salaried,100,Banker
45,Female,119000,815,222,9,118947,107,Yes,West Bengal,Kolkata,Salaried,97,Civil Servant
46,Female,111000,850,253,10,150000,148,Yes,Maharashtra,Mumbai,Student,99,Student
43,Female,108000,397,508,1,66840,108,No,Maharashtra,Pune,Self-Employed,68,Shopkeeper
22,Female,47000,446,123,2,74059,17,No,Telangana,Hyderabad,Self-Employed,92,Shopkeeper
27,Male,31000,649,460,6,107193,203,No,Uttar Pradesh,Lucknow,Self-Employed,86,Business Owner
21,Female,10000,584,10,5,20338,26,No,Uttar Pradesh,Lucknow,Salaried,85,Doctor
24,Female,17000,723,107,7,14114,140,Yes,Delhi,New Delhi,Freelancer,100,Photographer
40,Other,63000,525,36,4,149071,109,No,Gujarat,Ahmedabad,Salaried,88,Doctor
41,Male,95000,833,218,9,150000,326,Yes,Maharashtra,Nagpur,Salaried,93,Software Engineer
30,Female,44000,817,311,9,96067,70,Yes,Uttar Pradesh,Kanpur,Salaried,100,Software Engineer
44,Female,109000,564,188,4,87945,37,No,Telangana,Bishanpura,Self-Employed,56,Farmer
35,Female,59000,807,22,9,88888,288,Yes,Kerala,Thiruvananthapuram,Salaried,96,Doctor
61,Male,167000,847,464,9,150000,320,Yes,Uttar Pradesh,Kanpur,Self-Employed,98,Farmer
27,Female,62000,395,194,1,150000,98,No,Rajasthan,Udaipur,Salaried,42,Doctor
18,Male,37000,355,259,1,150000,71,No,Gujarat,Surat,Self-Employed,50,Contractor
24,Male,21000,543,311,4,24472,65,No,Uttar Pradesh,Lucknow,Unemployed,81,NA
56,Female,73000,496,119,3,84237,23,No,Telangana,Hyderabad,Self-Employed,71,Contractor
66,Male,151000,850,557,10,138196,304,Yes,Karnataka,Nellikuppam,Salaried,100,Banker
50,Female,76000,681,259,6,150000,201,Yes,Delhi,Bishanpura,Salaried,91,Banker
41,Other,107000,850,583,10,119593,256,Yes,Kerala,Kochi,Salaried,100,Teacher
53,Male,29000,426,80,2,137780,20,No,Kerala,Kochi,Freelancer,54,Independent Consultant
59,Male,64000,533,43,4,139780,13,No,West Bengal,Kolkata,Freelancer,72,Independent Consultant
34,Female,29000,774,206,8,104722,190,Yes,Gujarat,Ahmedabad,Student,91,Student
53,Male,85000,811,26,9,150000,196,Yes,Kerala,Kochi,Self-Employed,100,Contractor
31,Other,65000,850,103,10,148116,119,Yes,Tamil Nadu,Manjari,Salaried,100,Software Engineer
34,Male,58000,521,263,4,50779,44,No,Rajasthan,Jaipur,Salaried,88,Banker
31,Female,77000,351,522,0,150000,101,No,Telangana,Hyderabad,Salaried,16,Civil Servant
30,Male,80000,580,113,5,150000,50,No,Gujarat,Ahmedabad,Self-Employed,91,Contractor
26,Male,66000,738,184,7,57095,114,Yes,West Bengal,Kolkata,Salaried,100,Civil Servant
61,Female,73000,600,336,5,120943,57,No,Delhi,Dhulagori,Salaried,100,Civil Servant
21,Female,15000,549,329,4,38314,88,No,Tamil Nadu,Chennai,Salaried,90,Civil Servant
44,Male,78000,705,603,7,150000,182,Yes,Gujarat,Ahmedabad,Student,90,Student
25,Female,53000,850,363,10,150000,330,Yes,Kerala,Kochi,Salaried,100,Doctor
60,Male,139000,476,165,3,129976,99,No,Gujarat,Ahmedabad,Salaried,76,Teacher
46,Male,103000,537,232,4,109965,100,No,Gujarat,Ahmedabad,Salaried,61,Software Engineer
43,Female,122000,785,525,8,150000,323,Yes,Gujarat,Surat,Salaried,100,Teacher
56,Female,28000,307,198,0,75916,108,No,Rajasthan,Udaipur,Salaried,19,Doctor
63,Male,71000,807,168,9,57575,293,Yes,Telangana,Channarayapatna,Salaried,97,Banker
64,Female,184000,850,454,10,62970,78,Yes,Rajasthan,Udaipur,Student,100,Student
42,Male,84000,352,611,0,150000,61,No,Gujarat,Surat,Unemployed,40,NA
68,Male,165000,711,302,7,88518,240,Yes,Delhi,Dhulagori,Salaried,100,Civil Servant
61,Male,56000,500,45,3,61432,52,No,Rajasthan,Udaipur,Self-Employed,85,Farmer
31,Male,42000,379,191,1,138283,20,No,Gujarat,Ahmedabad,Salaried,27,Software Engineer
41,Female,55000,599,177,5,143373,92,No,West Bengal,Kolkata,Self-Employed,79,Farmer
52,Female,147000,563,60,4,61209,28,No,Telangana,Hyderabad,Self-Employed,98,Farmer
42,Female,52000,305,214,0,100295,116,No,Delhi,New Delhi,Freelancer,63,Independent Consultant
25,Female,21000,300,446,0,19594,92,No,Kerala,Thiruvananthapuram,Salaried,38,Teacher
58,Male,150000,850,92,10,76184,305,Yes,Maharashtra,Manjari,Salaried,100,Teacher
67,Male,65000,443,574,2,112551,117,No,Maharashtra,Nagpur,Self-Employed,87,Business Owner
69,Male,180000,770,383,8,117043,256,Yes,Delhi,New Delhi,Salaried,97,Teacher
60,Male,78000,415,78,2,150000,43,No,Uttar Pradesh,Nellikuppam,Salaried,43,Civil Servant
50,Female,52000,756,231,8,150000,162,Yes,Karnataka,Nellikuppam,Self-Employed,100,Farmer
55,Male,36000,444,257,2,120719,16,No,Maharashtra,Mumbai,Salaried,87,Banker
33,Male,84000,748,193,8,69150,256,Yes,Gujarat,Nellikuppam,Self-Employed,98,Shopkeeper
31,Male,34000,821,236,9,60885,269,Yes,Uttar Pradesh,Kanpur,Salaried,100,Software Engineer
39,Female,39000,548,547,4,84924,119,No,Karnataka,Bishanpura,Student,70,Student
70,Male,190000,733,397,7,137090,174,Yes,Rajasthan,Udaipur,Salaried,100,Doctor
29,Other,77000,486,305,3,72113,35,No,Karnataka,Mysuru,Salaried,97,Banker
26,Male,19000,519,437,3,76586,78,No,West Bengal,Manjari,Salaried,85,Banker
59,Male,107000,717,543,7,150000,178,Yes,Karnataka,Bengaluru,Salaried,95,Doctor
23,Female,19000,359,292,1,68737,109,No,Rajasthan,Nellikuppam,Salaried,66,Banker
59,Male,161000,435,417,2,150000,58,No,Maharashtra,Pune,Self-Employed,59,Shopkeeper
30,Female,25000,558,585,4,73141,17,No,Rajasthan,Jaipur,Salaried,100,Civil Servant
43,Male,39000,492,485,3,104317,87,No,West Bengal,Kolkata,Salaried,94,Doctor
54,Male,34000,363,473,1,103988,29,No,Kerala,Kochi,Student,68,Student
50,Female,26000,738,262,7,39487,319,Yes,Telangana,Hyderabad,Salaried,100,Teacher
58,Male,135000,380,474,1,96181,103,No,Rajasthan,Udaipur,Salaried,62,Teacher
61,Male,141000,850,149,10,150000,132,Yes,Rajasthan,Jaipur,Salaried,90,Civil Servant
42,Other,31000,459,184,2,63528,57,No,West Bengal,Kolkata,Freelancer,50,Photographer
32,Female,71000,376,164,1,150000,87,No,Uttar Pradesh,Kanpur,Self-Employed,21,Shopkeeper
70,Female,160000,631,259,6,101776,206,No,Delhi,New Delhi,Self-Employed,97,Business Owner
20,Male,57000,424,18,2,136410,62,No,Telangana,Bishanpura,Salaried,90,Banker
